idade,renda_mensal,score_credito,dividas,tempo_emprego,tipo_residencia,historico_pagamento,idade_conta_bancaria,numero_cartoes_ativos,limite_cartao_anterior,regiao_residencia,possui_carro,possui_imovel,numero_dependentes,historico_criminal,ocupacao,educacao,gastos_mensais,tempo_residencia_atual,decisao*
31,9955,422,84603.28871737751,22,própria,ruim,4,0,14816.72281807837,rural,não,sim,1,limpo,autonomo,superior,3004.7868770724435,37,não
61,1133,446,7880.200286050509,21,com_parente,regular,9,5,23367.938443576644,urbana,sim,não,0,antecedentes,empresario,medio,8353.780488248174,21,não
18,9994,391,29862.664726554733,0,com_parente,bom,30,5,8517.322448596398,urbana,não,sim,2,antecedentes,desempregado,superior,3265.0738529350997,7,sim
28,6084,517,94657.8938195672,1,alugada,bom,5,4,25048.108430291584,urbana,não,sim,5,limpo,desempregado,superior,3662.3540067734216,40,não
55,12492,375,83512.28300615208,29,alugada,bom,27,2,31328.014539373562,rural,sim,não,1,limpo,empregado,fundamental,7493.451987893647,4,sim
64,2316,759,12865.97871427715,0,própria,bom,0,5,31624.471190986806,urbana,sim,sim,0,limpo,autonomo,pos_graduacao,9486.675400741893,0,não
55,11529,735,13068.06544227015,26,com_parente,ruim,8,0,31352.888051148,rural,não,sim,1,limpo,desempregado,medio,1726.377849853548,13,não
70,16893,441,58424.02074891109,13,própria,ruim,8,3,30115.403646159768,rural,sim,sim,0,limpo,desempregado,fundamental,5123.024130059776,13,sim
19,18445,691,4060.7977653530193,2,alugada,regular,13,4,17828.314371513265,urbana,não,sim,3,limpo,empregado,medio,5831.861420803632,19,sim
51,6160,648,96317.42668458259,25,alugada,regular,25,4,30542.483931321618,urbana,não,sim,4,limpo,desempregado,pos_graduacao,5579.6441895874605,17,sim
30,2830,606,58552.15568396286,3,com_parente,bom,26,0,28437.184643107572,urbana,sim,não,1,antecedentes,empresario,fundamental,4389.219474790221,34,não
69,2481,826,59077.8872855395,36,alugada,bom,19,4,5520.418723723414,urbana,não,não,3,limpo,empregado,fundamental,9368.890626578586,33,não
74,8626,611,9050.14196447731,39,alugada,regular,27,3,8819.532476553195,urbana,não,não,2,limpo,empregado,medio,3340.1533459687307,7,não
34,7840,383,87912.5788450647,24,própria,ruim,8,3,13714.06927588968,urbana,sim,não,0,antecedentes,autonomo,fundamental,5243.6626017673025,14,não
26,5267,512,45364.895260220874,20,com_parente,regular,1,4,16725.915560467845,urbana,sim,não,0,antecedentes,empregado,medio,7691.521810347465,8,sim
36,1175,554,10575.377509685813,19,alugada,ruim,21,3,13005.081498917678,rural,sim,não,0,antecedentes,autonomo,superior,788.4440906504238,38,não
48,13243,847,58783.93048945981,12,com_parente,regular,7,0,25910.537766351234,rural,sim,não,3,limpo,desempregado,pos_graduacao,7433.5464232741815,0,sim
58,15712,476,87227.29694160212,23,própria,regular,13,3,31158.04367303441,rural,sim,sim,0,antecedentes,autonomo,medio,5574.808818974672,2,sim
51,9005,351,99789.98209126077,39,alugada,ruim,19,4,38004.694299083036,rural,sim,sim,4,antecedentes,empregado,medio,5840.900165256987,25,não
39,4556,512,75806.27216884124,30,com_parente,ruim,25,2,34951.60966435048,urbana,sim,não,0,limpo,empresario,pos_graduacao,4498.92278262551,12,não
42,15517,841,48026.820328726084,14,própria,ruim,24,3,3801.4869622982296,rural,não,não,5,antecedentes,autonomo,superior,3411.809884194958,14,sim
71,5417,779,14857.765664565992,10,própria,bom,8,5,14343.43194904125,urbana,não,não,0,limpo,autonomo,superior,9004.324464603491,31,não
58,13023,433,78538.97504609449,0,própria,ruim,18,1,38556.12299610205,urbana,não,sim,1,antecedentes,empresario,fundamental,2040.3347182958075,39,não
69,9483,586,85630.17371365833,39,alugada,bom,9,0,24936.939867967325,rural,não,sim,3,antecedentes,desempregado,superior,2626.0424542631054,15,não
28,14758,435,10761.41921827497,4,própria,ruim,10,0,32767.16642855124,urbana,não,sim,4,antecedentes,desempregado,pos_graduacao,5748.995865849851,30,sim
29,8905,495,78911.76417027196,7,alugada,regular,26,1,3759.519846800371,urbana,sim,não,1,antecedentes,desempregado,fundamental,3808.286981838863,33,sim
61,4414,476,37021.17229822426,18,com_parente,ruim,16,4,13073.036574604781,urbana,não,sim,4,limpo,empregado,fundamental,7466.4446936633085,22,não
68,16773,780,74437.12354146501,24,alugada,regular,13,5,35263.550900545815,urbana,não,sim,3,limpo,autonomo,superior,8021.694390581772,6,não
40,14270,764,84441.43945323082,40,própria,bom,0,1,30448.42936371612,urbana,sim,não,3,antecedentes,autonomo,fundamental,8514.120485851741,1,não
67,4474,690,82065.51234220336,36,alugada,ruim,28,5,3385.463120010956,rural,não,sim,4,limpo,empresario,medio,8132.1806572211635,16,sim
52,2490,812,52711.95280096154,1,com_parente,ruim,14,5,5346.8421831351325,rural,sim,sim,1,limpo,autonomo,pos_graduacao,1976.1048053717434,40,não
29,15929,376,32891.25696663168,8,com_parente,regular,11,1,19865.20656449183,urbana,não,não,5,antecedentes,empregado,medio,2111.8191737336147,39,sim
34,10868,750,7150.325124400003,6,alugada,regular,10,4,10255.405380327462,rural,não,sim,3,limpo,empresario,pos_graduacao,7134.996208067394,22,sim
37,6116,635,57621.742411536834,8,com_parente,bom,26,2,27020.34407554074,urbana,não,não,4,antecedentes,empresario,fundamental,3491.694131789851,14,sim
48,15248,327,92073.06592897172,39,própria,regular,20,0,29480.028310535858,rural,não,sim,3,limpo,empregado,fundamental,4988.545840364665,15,não
33,5940,502,10159.800353265247,17,com_parente,bom,27,4,39653.11502267689,rural,não,sim,3,antecedentes,empresario,superior,4179.812227636026,27,sim
27,4559,551,27993.908057113815,37,própria,bom,1,4,4633.689856608767,urbana,sim,não,5,antecedentes,empregado,pos_graduacao,1932.4624966259216,26,sim
47,18362,636,80927.4881526578,1,com_parente,regular,26,3,25859.139896958328,urbana,sim,não,2,limpo,desempregado,fundamental,8344.32661973574,4,não
74,19451,541,85192.37199825027,3,própria,regular,15,0,32462.931635645433,rural,sim,não,1,antecedentes,desempregado,fundamental,617.8166686396329,13,não
36,17246,435,46732.015618495105,14,com_parente,bom,26,3,26152.50815675122,rural,não,sim,4,limpo,empregado,pos_graduacao,7087.049810570766,10,sim
37,8824,454,12089.715963126979,39,alugada,ruim,11,0,34034.67980141558,urbana,sim,sim,3,antecedentes,autonomo,medio,3842.145283691536,5,não
54,17628,706,16548.263545561014,23,alugada,regular,23,0,36031.93228297258,urbana,não,sim,2,limpo,desempregado,pos_graduacao,9877.076610249549,17,não
31,1797,549,35535.21799990881,15,alugada,bom,22,5,33500.0070242543,rural,não,sim,0,limpo,desempregado,pos_graduacao,9752.248915327937,21,não
28,14401,527,27058.78848073138,15,alugada,regular,7,4,30432.779438027756,rural,não,sim,2,antecedentes,desempregado,pos_graduacao,4582.64081270713,29,não
33,13686,738,26537.69781952855,2,própria,ruim,22,2,43968.17544076607,rural,sim,sim,4,antecedentes,empregado,fundamental,5070.750436992892,25,não
36,13988,398,18964.780563772587,34,com_parente,bom,23,0,16491.36637310331,urbana,não,sim,3,antecedentes,empregado,pos_graduacao,3539.381924919219,12,sim
20,1479,665,62375.477665471844,2,própria,regular,23,2,1134.1414338970335,urbana,sim,não,1,antecedentes,autonomo,fundamental,4476.047301713874,10,sim
19,15863,485,2313.48794953804,5,alugada,bom,4,5,1932.4046771672386,urbana,não,não,3,antecedentes,desempregado,fundamental,616.222538657782,35,não
74,2056,328,43515.15855959604,1,própria,ruim,0,2,17457.456022168783,urbana,sim,não,1,antecedentes,empregado,superior,1026.515016862941,7,sim
45,1731,500,42365.59823192572,17,alugada,ruim,8,3,42499.6444757444,rural,não,não,5,limpo,empregado,superior,7920.45821703081,3,não
24,13896,668,72780.81888731301,39,própria,regular,15,3,33621.54353375257,urbana,sim,sim,4,limpo,autonomo,medio,6707.03974102475,20,sim
36,6566,801,45221.95381349194,18,alugada,ruim,22,0,43581.88037643576,rural,não,sim,2,antecedentes,empregado,medio,3010.2280751615544,19,sim
74,19127,591,56884.75053430915,18,alugada,ruim,4,4,45538.62491490281,rural,sim,sim,2,antecedentes,empregado,fundamental,4964.339619858303,6,sim
51,16124,765,33831.80568742212,0,própria,bom,25,5,6772.694168410623,rural,sim,não,5,limpo,empresario,superior,3861.355118729657,24,não
24,1545,786,77224.91059617697,6,com_parente,bom,3,4,42507.11866765242,rural,não,não,3,antecedentes,autonomo,fundamental,7283.281977670957,26,sim
32,17231,496,2210.42514600992,21,alugada,regular,23,2,41213.05253620124,urbana,não,sim,4,antecedentes,empresario,superior,2556.3137909787547,18,não
28,8560,337,35814.06185777233,2,com_parente,bom,8,3,48098.88607628777,urbana,sim,sim,0,limpo,desempregado,superior,3071.801003253035,9,não
51,1290,335,87137.11408579466,34,com_parente,ruim,16,0,35804.25959525979,urbana,não,sim,2,limpo,autonomo,fundamental,2076.8388461519617,30,não
44,16276,694,68611.01748648766,39,com_parente,regular,8,2,14931.647072942797,urbana,sim,sim,3,limpo,autonomo,fundamental,2806.6074562206686,6,sim
55,18900,815,57286.62949451066,19,com_parente,ruim,2,0,15160.084553160379,urbana,não,sim,3,limpo,empresario,medio,4258.250116294803,5,não
73,19949,777,48267.23616511771,36,com_parente,regular,18,1,31274.41801052065,rural,não,sim,5,limpo,empresario,fundamental,5039.908576752908,26,não
53,12563,731,5563.49096861164,34,própria,regular,17,4,17654.395616734233,urbana,sim,sim,5,antecedentes,empregado,pos_graduacao,2833.9938169092084,15,sim
60,5986,584,92681.75872062705,21,alugada,regular,2,1,48746.81367143301,urbana,sim,sim,5,antecedentes,desempregado,superior,684.8245090656201,5,não
30,9965,756,16760.741928621468,18,com_parente,regular,2,5,48959.457120018975,urbana,não,não,5,antecedentes,empregado,fundamental,2188.7770520656923,34,não
43,1456,680,18388.870964554506,38,alugada,ruim,14,2,2368.520939415285,rural,não,sim,3,antecedentes,empregado,pos_graduacao,4065.7576206402478,13,não
70,4856,417,6262.5795497349145,31,com_parente,regular,23,3,37258.179787791094,urbana,sim,sim,2,antecedentes,empregado,superior,9399.524199956735,32,não
19,5028,438,37035.456456343694,32,alugada,regular,2,5,29198.336914321164,rural,não,não,3,limpo,empresario,medio,8489.314674638714,39,sim
68,18662,702,60991.4946567916,29,com_parente,bom,12,5,43425.37218618415,rural,sim,sim,0,limpo,autonomo,medio,3537.319140040096,38,sim
55,11970,625,39757.44924228371,2,própria,regular,30,4,9803.24776054653,urbana,não,sim,0,limpo,empregado,fundamental,3184.857504022347,0,não
54,5709,487,90984.68078914209,31,alugada,bom,8,5,44490.20582066854,rural,não,sim,0,limpo,desempregado,medio,2074.953910531529,34,sim
75,4638,506,30089.43663906437,26,alugada,regular,8,0,1918.2383661300833,rural,não,não,1,antecedentes,empresario,superior,3429.9936876975066,17,não
32,18516,775,98038.42443158258,35,própria,regular,19,3,44655.0340598036,rural,sim,não,3,antecedentes,desempregado,medio,5896.583678820532,16,não
59,17677,398,97646.83140901037,35,alugada,bom,18,2,49628.556173918805,rural,não,não,5,antecedentes,empregado,medio,5327.529992174968,3,sim
35,13213,632,95871.53018224011,40,própria,bom,7,5,6661.506641842088,urbana,sim,sim,3,limpo,autonomo,superior,4654.487477845829,8,sim
67,8170,832,45434.59168880205,25,alugada,regular,9,0,31648.83718111864,urbana,não,não,5,limpo,empregado,superior,1029.6899732936276,36,não
69,2226,740,18776.71879378947,23,com_parente,regular,4,4,29277.008863977106,urbana,não,sim,0,antecedentes,empregado,pos_graduacao,4449.524506220384,12,não
66,8209,513,22529.81153379654,38,alugada,regular,11,2,39967.897716155116,rural,sim,sim,1,limpo,desempregado,medio,6257.0495284536355,18,sim
27,17201,399,37475.670334813636,36,própria,bom,30,1,45093.10880613267,rural,sim,sim,5,limpo,empregado,pos_graduacao,7621.105273419726,36,não
40,8760,813,99020.76140147625,1,com_parente,bom,1,0,10179.516638969388,urbana,sim,não,5,limpo,autonomo,fundamental,3445.6429523179886,2,não
62,9704,768,4415.834901690663,11,própria,bom,0,0,19584.836405661667,urbana,sim,sim,3,limpo,desempregado,pos_graduacao,3947.234022596821,1,não
23,17080,717,78974.63793556453,11,alugada,regular,5,5,28591.149035917,rural,não,sim,2,antecedentes,empregado,pos_graduacao,8377.495448878273,37,não
30,4469,336,22405.461492760238,23,com_parente,ruim,0,0,7434.485018333205,rural,sim,sim,0,antecedentes,empregado,pos_graduacao,5868.700224114085,38,sim
56,14946,713,53831.88581538204,19,própria,ruim,12,4,11441.431478322093,urbana,sim,sim,1,antecedentes,autonomo,fundamental,7063.799363728418,33,sim
62,4586,562,25290.77713722093,17,com_parente,regular,8,4,16428.97211763216,rural,não,não,0,limpo,desempregado,pos_graduacao,4033.8028637323096,37,sim
24,15589,643,88548.64031154737,25,alugada,regular,12,5,48659.50317335053,urbana,não,não,3,limpo,autonomo,medio,5026.091930330303,18,sim
58,5106,307,9691.385154416443,28,própria,bom,7,5,16928.35135130505,rural,não,não,1,antecedentes,desempregado,medio,4159.372441597792,24,não
59,3024,617,21007.712039398797,34,própria,ruim,22,2,47519.32478467367,rural,não,não,2,limpo,empresario,fundamental,1321.0146626277267,5,sim
42,4262,777,8299.076485863865,27,alugada,ruim,18,5,7881.937810782542,rural,sim,sim,3,antecedentes,empregado,fundamental,974.4331509092062,35,não
40,5818,525,31318.145934070108,12,alugada,ruim,2,4,8447.732116943787,rural,sim,não,2,antecedentes,empregado,fundamental,6204.632738892385,12,sim
25,1472,356,49221.62300579958,19,com_parente,ruim,21,1,13062.805468930028,rural,não,não,1,limpo,empresario,fundamental,3942.609533500227,40,não
53,7578,600,51952.22669322645,12,com_parente,ruim,22,1,49336.62867737185,rural,sim,sim,1,limpo,desempregado,medio,8071.587096994453,0,sim
54,3385,749,16786.01677959949,26,com_parente,ruim,8,3,19559.60977254389,rural,sim,não,4,antecedentes,desempregado,fundamental,7274.723767016522,22,sim
74,1584,492,14099.95185920494,3,com_parente,regular,26,4,40394.95911106276,rural,não,sim,0,antecedentes,empresario,superior,8206.232356198312,10,sim
72,8987,493,46185.36737783183,27,própria,bom,9,0,19817.56291370675,urbana,sim,sim,2,limpo,autonomo,medio,647.0051776072685,14,não
65,4846,625,71213.86985094532,13,alugada,ruim,1,0,3434.6715225913904,urbana,sim,sim,3,limpo,empregado,pos_graduacao,5468.515322833986,19,não
63,19690,700,66460.36128134698,35,com_parente,ruim,8,4,1437.0004801864432,rural,sim,sim,1,antecedentes,empresario,superior,5570.4632225635605,10,não
26,4625,825,63980.17008188356,33,própria,bom,16,0,13114.363380071742,urbana,não,não,2,antecedentes,autonomo,fundamental,3405.3309339198004,16,sim
52,12279,712,40867.77387716087,22,alugada,regular,0,4,42943.41641001999,rural,sim,sim,5,limpo,desempregado,pos_graduacao,6111.912807455189,37,sim
61,1230,821,38797.967029283776,31,alugada,bom,9,0,37459.289115612904,urbana,não,não,1,limpo,desempregado,fundamental,812.7771477222182,32,não
70,14412,590,69091.36027378174,13,com_parente,bom,15,2,4758.720600785737,rural,sim,não,4,limpo,autonomo,medio,8864.392275990695,0,não
66,8085,653,42516.11777715133,19,alugada,regular,30,0,45694.10455926467,rural,sim,sim,2,limpo,empregado,superior,6073.261575532984,22,sim
21,8265,384,78505.16515562995,2,com_parente,bom,9,3,17844.42155121395,urbana,sim,não,0,limpo,desempregado,medio,4024.929261502997,2,não
52,2390,619,5931.377079571332,33,alugada,regular,23,4,47630.93221099958,rural,não,sim,3,antecedentes,desempregado,superior,7853.313867726223,5,não
18,17599,374,48206.89426202717,24,própria,ruim,1,4,14563.31033114165,rural,não,não,3,limpo,empresario,medio,3237.872794021776,30,sim
22,13613,698,73896.03526894558,11,própria,bom,18,4,39067.87362216174,rural,não,não,5,antecedentes,desempregado,fundamental,1820.6238688081098,5,não
24,6271,534,42267.32434970645,26,alugada,regular,20,3,46618.97790784235,rural,não,sim,3,limpo,desempregado,pos_graduacao,9327.396802578574,36,não
68,4543,757,10113.468772017086,33,alugada,bom,10,0,42063.9975140411,rural,não,não,0,antecedentes,autonomo,superior,6419.320531628033,24,não
75,1595,317,19427.720014354054,33,própria,regular,16,2,2275.683010483107,rural,sim,não,4,antecedentes,desempregado,fundamental,3116.7403922117596,16,sim
38,11648,691,15646.865135998434,25,alugada,ruim,30,4,40397.542741743084,urbana,não,não,2,antecedentes,empresario,medio,5817.0443121529615,6,sim
18,17656,479,17613.37839019461,26,com_parente,regular,3,1,38027.2486818374,urbana,não,sim,5,antecedentes,empresario,medio,9777.704209444131,15,não
34,7961,361,21217.091265436706,36,própria,regular,13,0,2533.7872774124685,urbana,sim,sim,5,limpo,empregado,medio,1090.5399587506945,15,sim
33,15658,437,26855.310045233928,32,própria,ruim,5,3,34268.9082403806,rural,sim,sim,2,limpo,autonomo,pos_graduacao,6070.451166000523,23,não
40,4403,554,62389.55983681454,7,própria,regular,30,3,34160.53492942615,urbana,sim,não,3,limpo,empregado,superior,2957.5812866405254,39,não
65,6437,731,35640.60410802011,38,própria,bom,19,3,35760.718789439736,rural,não,sim,1,antecedentes,autonomo,fundamental,8000.153070297743,11,não
74,2913,448,51417.83453886965,38,própria,ruim,0,2,28827.76703442176,urbana,sim,não,0,limpo,desempregado,pos_graduacao,669.1244830537751,28,não
35,17508,373,860.2382687137533,16,própria,regular,12,1,16171.429168308498,urbana,sim,não,4,limpo,empresario,pos_graduacao,6545.057992466131,8,não
58,7245,818,45157.976072421865,5,alugada,ruim,11,5,21424.387092309214,urbana,não,sim,5,limpo,empresario,superior,7465.098149859954,33,sim
49,6535,358,66287.96323316068,3,com_parente,bom,18,4,47074.44385490319,urbana,sim,sim,5,limpo,empregado,medio,4077.133201769381,17,sim
49,16406,430,8082.442826488723,2,própria,regular,21,5,39567.68849860754,rural,não,não,5,limpo,empresario,superior,3697.965353785355,39,não
68,10092,825,17432.45260276175,23,própria,bom,28,0,49912.78116825636,rural,não,sim,3,antecedentes,autonomo,superior,4393.450465053173,17,não
45,11568,544,89878.60915842981,24,alugada,regular,25,4,7747.782063035453,rural,não,não,0,limpo,autonomo,fundamental,9213.898424509267,1,sim
50,8923,493,88419.21219766993,36,alugada,ruim,26,1,2499.4439177477807,rural,sim,sim,2,antecedentes,autonomo,medio,7879.776681467089,36,sim
23,11546,643,12857.3618019451,38,alugada,regular,12,2,30503.343292168178,urbana,não,não,0,antecedentes,autonomo,fundamental,5045.805414221993,15,sim
31,11663,663,34131.2113136023,32,com_parente,regular,26,5,26649.12289809884,urbana,sim,não,3,limpo,desempregado,pos_graduacao,3423.829283875222,25,sim
21,19036,420,67416.15064714629,35,própria,ruim,11,1,38101.99369763714,urbana,não,não,4,antecedentes,empregado,superior,3088.814616164615,33,não
36,18784,448,62797.592816412114,6,própria,regular,15,2,1333.1169009906284,rural,não,sim,3,antecedentes,desempregado,superior,1886.8900640512732,24,sim
51,16592,848,13238.293669757428,19,alugada,ruim,25,5,26631.030011684976,urbana,sim,sim,5,limpo,empresario,superior,4982.319075473865,8,não
18,15274,344,24647.074495082878,30,própria,ruim,19,4,7755.326220765192,rural,sim,sim,3,limpo,empresario,pos_graduacao,9598.091701779475,18,não
46,2185,464,86603.15579765938,2,com_parente,regular,13,4,26521.00681181969,urbana,não,sim,4,limpo,empregado,fundamental,9674.436357463605,12,não
72,7677,405,4600.677361462191,27,alugada,ruim,11,3,43086.349130329545,rural,sim,não,5,antecedentes,empregado,fundamental,6230.848923626748,10,não
34,7042,535,41954.65381848498,20,com_parente,bom,14,0,33437.56338974218,urbana,sim,não,1,antecedentes,empregado,medio,3527.32302679427,5,não
24,8250,718,43477.87998023539,38,própria,ruim,7,1,28894.453601439665,urbana,não,sim,1,limpo,autonomo,medio,2076.9281642746637,31,sim
57,5674,845,21390.69007931239,3,alugada,bom,25,5,16760.166957472924,rural,sim,sim,2,antecedentes,empresario,medio,674.0495155382414,37,não
36,2256,833,56493.77478388742,9,alugada,ruim,16,5,42014.90659213571,rural,sim,sim,4,limpo,empresario,superior,6419.68490694819,24,sim
30,5088,343,5630.064906144871,39,alugada,regular,22,5,26094.45489994071,rural,sim,não,3,limpo,autonomo,medio,3716.819378031428,14,não
75,7470,312,12277.804090306976,19,alugada,ruim,17,0,23365.437280904433,rural,sim,sim,1,antecedentes,autonomo,superior,2188.426180563295,14,sim
28,16826,458,49615.69332022549,18,própria,regular,26,5,18041.042823208132,urbana,não,não,3,limpo,desempregado,fundamental,7969.773510308245,14,sim
18,14352,673,47611.39255575493,8,própria,ruim,20,3,25077.690488045926,rural,não,não,5,limpo,empresario,fundamental,6365.355805736794,3,sim
44,7550,420,29702.315885903885,5,com_parente,ruim,13,2,22928.977112956738,urbana,sim,não,4,limpo,empregado,medio,6927.575994745119,10,não
33,15944,709,95608.29241168646,38,com_parente,bom,14,1,47509.094752936784,urbana,não,sim,0,antecedentes,autonomo,medio,6194.377212913751,11,não
42,9990,303,14934.093793367509,15,própria,regular,19,0,27354.549933976505,urbana,não,sim,3,limpo,desempregado,superior,6290.964026712817,10,não
27,11450,727,27939.620449854174,15,com_parente,bom,4,0,16325.860663272664,urbana,sim,sim,4,antecedentes,desempregado,superior,827.4122360144802,11,sim
63,13397,578,29982.279040073878,7,própria,ruim,20,5,20459.531331138576,urbana,sim,sim,0,limpo,desempregado,fundamental,9135.637270890811,6,não
37,9651,709,99990.79661779225,21,alugada,ruim,7,1,21119.095238168524,urbana,não,não,5,limpo,autonomo,pos_graduacao,7580.353687138432,28,sim
62,15570,423,43223.62437025288,29,alugada,bom,7,5,27820.724511404034,urbana,não,não,2,limpo,empregado,medio,3060.922423199527,34,não
48,15409,383,93419.95948616252,4,própria,bom,30,0,5226.036926177047,rural,não,não,3,limpo,empregado,superior,9533.311979201324,38,não
21,4631,510,96493.51832099045,17,alugada,bom,7,3,26849.016901492745,rural,sim,não,5,antecedentes,empresario,superior,4387.629500385161,28,não
41,8546,564,49638.5613477624,29,própria,bom,18,4,7548.092159464371,urbana,não,sim,1,limpo,empresario,superior,8909.846475517446,36,sim
68,10603,348,87990.12339161601,19,alugada,bom,22,2,8862.968366669966,rural,sim,sim,1,antecedentes,empresario,pos_graduacao,6656.583917718042,14,não
22,3192,811,6478.718375477144,33,própria,regular,19,0,46542.511035230316,rural,sim,não,1,limpo,empresario,pos_graduacao,2136.1583841555403,30,não
61,3956,625,60057.22833591779,23,com_parente,ruim,0,0,47365.747407117145,rural,não,sim,1,limpo,autonomo,pos_graduacao,6761.532811583739,20,sim
29,18176,781,3009.740437360109,35,própria,bom,10,0,1230.2909329164634,rural,sim,não,2,antecedentes,empresario,superior,9352.358613795148,35,não
68,4758,322,99231.64328637783,0,alugada,ruim,14,2,27992.42140804613,rural,não,não,4,antecedentes,desempregado,fundamental,6274.410082746,26,sim
41,7805,372,85685.73796403223,5,alugada,regular,5,2,32876.56638004823,urbana,sim,sim,0,limpo,empresario,pos_graduacao,7230.494021133005,38,não
41,4743,309,10425.797648838676,19,alugada,bom,25,1,46227.474683295375,rural,não,sim,4,antecedentes,empregado,medio,3125.1304633239224,13,não
67,15904,680,31614.745442102743,40,alugada,bom,3,1,31358.28356093472,rural,não,não,0,antecedentes,empregado,pos_graduacao,4878.353305792512,29,sim
51,6495,734,52403.45370350488,23,com_parente,regular,28,2,49488.588080959256,rural,não,não,3,limpo,autonomo,superior,6360.754920484488,15,não
67,4306,450,80296.68985609291,23,própria,regular,6,0,6667.494943953862,urbana,não,sim,4,antecedentes,autonomo,pos_graduacao,5449.084535087829,35,sim
32,17630,511,93418.93053808586,34,alugada,regular,11,1,7473.939853800203,urbana,não,sim,4,antecedentes,autonomo,medio,4471.218244496964,37,não
67,15784,729,13352.141371674154,22,alugada,bom,10,5,2174.9982561766747,rural,não,sim,4,limpo,desempregado,pos_graduacao,1210.358228281696,2,não
22,4218,332,44211.457229298765,37,própria,bom,3,3,31690.071018534167,urbana,sim,não,3,antecedentes,empregado,pos_graduacao,1943.1709206278595,24,não
22,11260,426,97669.84363217183,6,própria,ruim,25,3,5790.0840743164845,rural,não,sim,1,limpo,desempregado,superior,8009.56159384424,40,não
22,7366,471,51650.06784483703,34,própria,ruim,19,3,26424.53404048176,rural,sim,sim,2,limpo,empregado,fundamental,4615.69748340626,2,não
68,14617,570,49260.406952709156,3,alugada,regular,12,0,44893.96246055183,rural,sim,não,5,antecedentes,desempregado,fundamental,3169.0554570666554,35,não
22,11843,576,66411.95477702707,4,alugada,regular,7,4,8548.10934580102,rural,sim,não,5,antecedentes,empresario,fundamental,1740.9672870097522,29,sim
69,3418,575,22930.903003387182,32,com_parente,regular,14,0,23405.012298338494,rural,sim,sim,1,limpo,empregado,superior,6947.242265316776,2,sim
33,5664,641,98873.14860496356,8,alugada,regular,11,3,30901.095495302354,rural,sim,não,0,limpo,empresario,medio,3695.6721105745246,34,não
75,1579,648,4039.2412576704896,3,com_parente,ruim,8,5,9792.232517113318,rural,não,não,2,antecedentes,desempregado,pos_graduacao,9091.194807014363,22,sim
21,9430,786,90613.80142423922,1,própria,regular,7,3,13094.839163937293,rural,sim,sim,3,limpo,empresario,medio,5553.498183238036,12,não
75,19301,788,77029.21042980925,0,alugada,bom,7,1,32474.68155159179,urbana,não,não,2,antecedentes,empresario,fundamental,8075.583606252571,39,sim
26,10413,721,15703.494631015446,22,própria,regular,4,0,30723.308619198633,rural,sim,não,2,limpo,empresario,medio,4083.7697261433327,9,sim
54,17033,535,49668.19271057737,14,própria,bom,2,1,25237.81495438261,urbana,não,não,5,limpo,autonomo,fundamental,4905.258845695139,40,não
38,10723,838,30666.449018184638,21,com_parente,ruim,21,5,21446.976960923777,rural,sim,sim,2,antecedentes,desempregado,pos_graduacao,4946.097226717799,12,sim
60,12948,413,20356.608707973188,12,alugada,regular,9,3,47627.02607779242,urbana,não,não,2,limpo,autonomo,medio,7618.696963770459,25,não
60,2441,348,26862.081377873925,20,própria,ruim,25,0,42245.7290209773,urbana,não,sim,0,limpo,empresario,fundamental,6539.727877660347,6,sim
32,16602,721,18162.508265709697,33,alugada,ruim,15,1,6703.065760703677,urbana,sim,sim,5,limpo,autonomo,fundamental,8203.421432751347,25,não
58,15672,672,35482.352596511344,3,própria,regular,2,5,16188.585686225186,rural,não,não,0,antecedentes,empregado,medio,1387.5871426478195,31,sim
25,6974,834,69311.42067111698,36,com_parente,regular,20,3,38050.35471802802,rural,sim,não,1,antecedentes,empresario,fundamental,3844.1308799236995,8,não
20,9519,623,109.82395873123663,8,alugada,regular,2,2,3152.740212692479,rural,sim,sim,4,limpo,autonomo,medio,1777.6860938667542,39,não
45,9371,542,89153.850796981,1,alugada,bom,15,2,23836.405680282685,rural,não,sim,4,limpo,desempregado,pos_graduacao,1757.8954862801156,40,não
68,16657,473,64105.712327527006,15,própria,ruim,7,3,23537.708640707613,rural,sim,sim,4,limpo,empresario,medio,9145.874910405224,39,sim
71,11695,596,91395.92496083115,25,alugada,bom,5,3,46709.16276144548,urbana,sim,sim,2,antecedentes,desempregado,medio,7645.356329631789,20,sim
57,5160,536,29380.0362533014,0,com_parente,regular,28,3,17130.641877826245,urbana,não,sim,2,limpo,autonomo,pos_graduacao,7653.745951539127,2,sim
53,12794,582,43882.43633785171,4,com_parente,regular,5,1,48114.70905857117,rural,sim,não,5,antecedentes,desempregado,medio,5888.000193599504,22,não
43,7435,314,87913.4717603301,22,com_parente,ruim,3,3,5266.554216827638,urbana,sim,não,5,limpo,autonomo,medio,5468.465719741613,37,sim
30,6714,626,92974.98652451675,17,própria,ruim,0,5,13202.384300802381,urbana,sim,não,2,limpo,autonomo,fundamental,5236.38512750253,9,não
31,2029,308,78691.06835024281,12,alugada,bom,12,3,39786.38986766212,urbana,sim,sim,2,limpo,empregado,fundamental,4232.423902958622,26,não
45,15699,690,26178.868091001983,21,alugada,regular,17,2,13489.227219599905,rural,não,sim,5,antecedentes,empregado,superior,4447.451565577599,1,não
